Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date,CTR,Conv_Rate,Spend,ROAS,Non_Conversions
NY-CMP-11369,Paid Ads,Youth,30,WhatsApp,63217,7756,3944,3125,1271875,33.95,10.99,English,23.45,Working Women,2024-07-23,0.12268851732919943,0.4029138731304796,106093.75000000001,11.98821796759941,4631
NY-CMP-11370,Email,Premium Shoppers,10,"WhatsApp, Email, Google",71316,2814,1683,1106,457884,171.76,1.41,Hindi,7.86,Tier 2 City Customers,2024-11-21,0.039458186101295645,0.39303482587064675,189966.56,2.4103400093153238,1708
NY-CMP-11371,SEO,Tier 2 City Customers,15,"Facebook, Instagram, Google",11694,781,373,117,90441,1881.68,-0.59,Hindi,10.87,Tier 2 City Customers,2024-12-07,0.0667863861809475,0.14980793854033292,220156.56,0.41080311211258025,664
NY-CMP-11372,Influencer,College Students,10,YouTube,24332,3521,752,472,132160,405.25,-0.31,English,19.5,College Students,2024-08-25,0.1447065592635213,0.13405282590173245,191278.0,0.6909315237507712,3049
NY-CMP-11373,SEO,Youth,13,"Google, Instagram",97535,12734,2899,1653,1033125,117.74,4.31,Bengali,17.72,Working Women,2025-02-01,0.13055826113702773,0.12980995759384326,194624.22,5.308306437914048,11081
NY-CMP-11374,Influencer,College Students,5,Instagram,50329,5729,2534,784,315952,129.35,2.12,Bengali,17.98,Youth,2024-09-07,0.11383099207216515,0.13684761738523302,101410.4,3.1155778894472363,4945
NY-CMP-11375,Influencer,College Students,28,"Instagram, WhatsApp",26630,3745,1151,579,457989,400.26,0.98,Hindi,20.56,College Students,2025-04-13,0.14063086744273376,0.15460614152202937,231750.54,1.9762154599510318,3166
NY-CMP-11376,Paid Ads,College Students,14,WhatsApp,60492,8420,1996,943,494132,177.84,1.95,Hindi,18.78,Premium Shoppers,2025-05-27,0.13919195926734113,0.11199524940617578,167703.12,2.94646873594242,7477
NY-CMP-11377,Paid Ads,Youth,27,"Instagram, Facebook, Email",75635,6260,2475,792,600336,366.0,1.07,Bengali,12.6,College Students,2024-12-06,0.08276591525087591,0.12651757188498403,289872.0,2.07103825136612,5468
NY-CMP-11378,Paid Ads,Premium Shoppers,18,"Google, Email, Facebook",57852,4145,1615,1016,647192,183.68,2.47,Hindi,11.71,Youth,2024-08-02,0.07164834405033534,0.2451145958986731,186618.88,3.4679878048780486,3129
NY-CMP-11379,SEO,Premium Shoppers,30,Instagram,12827,1826,856,508,132588,163.57,0.6,English,24.87,Premium Shoppers,2024-07-19,0.1423559678802526,0.2782037239868565,83093.56,1.5956471235556642,1318
NY-CMP-11380,Social Media,Premium Shoppers,20,"WhatsApp, Facebook",18843,503,136,50,19150,4936.96,-0.92,Bengali,3.66,Tier 2 City Customers,2024-10-19,0.02669426312158361,0.09940357852882704,246848.0,0.07757810474462017,453
NY-CMP-11381,Social Media,Working Women,12,Google,89910,3957,1140,388,287508,526.36,0.41,Hindi,6.1,Tier 2 City Customers,2024-07-02,0.04401067734401068,0.09805408137477888,204227.68,1.407781746333308,3569
NY-CMP-11382,SEO,College Students,6,"Google, YouTube, Email",40753,2649,1307,400,140000,395.83,-0.12,Hindi,10.69,College Students,2024-09-27,0.06500134959389493,0.15100037750094375,158332.0,0.8842179723618725,2249
NY-CMP-11383,Social Media,College Students,26,"Facebook, Instagram",92704,11934,5618,3939,1693770,45.88,8.37,Hindi,23.18,Premium Shoppers,2024-10-26,0.12873230928546772,0.3300653594771242,180721.32,9.37227550130776,7995
NY-CMP-11384,Email,College Students,13,YouTube,82295,10844,5473,3605,767865,36.6,4.82,Bengali,24.21,College Students,2024-09-18,0.13176985236041072,0.33244190335669493,131943.0,5.819672131147541,7239
NY-CMP-11385,Influencer,Working Women,10,Facebook,22153,1729,484,325,80925,244.95,0.02,English,11.46,College Students,2024-07-08,0.07804811989346816,0.18796992481203006,79608.75,1.0165339865278629,1404
NY-CMP-11386,Paid Ads,Working Women,23,Email,64576,8428,3974,1569,1179888,165.36,3.55,Tamil,21.63,Working Women,2024-10-25,0.13051288404360753,0.18616516373991457,259449.84000000003,4.547653604257377,6859
NY-CMP-11387,Social Media,Working Women,26,Email,24841,2749,680,456,217968,354.78,0.35,Hindi,15.64,Youth,2024-11-06,0.11066382190733062,0.16587850127319026,161779.68,1.347313828287953,2293
NY-CMP-11388,Email,Premium Shoppers,26,"Facebook, Google",57694,2153,1006,312,222768,693.99,0.03,English,6.02,College Students,2024-09-06,0.037317572017887476,0.14491407338597306,216524.88,1.0288332684909005,1841
NY-CMP-11389,Paid Ads,College Students,25,WhatsApp,15505,1143,510,154,72996,1916.68,-0.75,Bengali,11.65,Tier 2 City Customers,2024-09-21,0.07371815543373106,0.1347331583552056,295168.72000000003,0.24730262745998285,989
NY-CMP-11390,SEO,Working Women,16,"Email, Facebook",93551,9357,4972,2056,1435088,141.87,3.92,English,17.51,Youth,2025-05-04,0.1000203097775545,0.2197285454739767,291684.72000000003,4.919997180517375,7301
NY-CMP-11391,Influencer,College Students,9,"WhatsApp, Google",28489,1231,322,244,117852,513.57,-0.06,Hindi,6.31,College Students,2024-08-16,0.04320965986872126,0.19821283509341997,125311.08000000002,0.9404754950639639,987
NY-CMP-11392,Social Media,Working Women,18,"Instagram, Facebook, YouTube",34257,1241,289,196,144648,996.07,-0.26,Hindi,5.04,Premium Shoppers,2024-11-21,0.036226172753013985,0.1579371474617244,195229.72,0.740911783308402,1045
NY-CMP-11393,SEO,Tier 2 City Customers,20,"Google, WhatsApp, Email",38738,826,207,62,14694,4685.65,-0.95,English,2.83,College Students,2024-11-10,0.021322732200939647,0.07506053268765134,290510.3,0.05057996222509151,764
NY-CMP-11394,SEO,Working Women,9,"YouTube, Instagram",10650,886,188,86,38356,3427.08,-0.87,English,10.89,Working Women,2025-03-07,0.0831924882629108,0.09706546275395034,294728.88,0.13013994420906427,800
NY-CMP-11395,Social Media,College Students,17,"Google, WhatsApp, Facebook",77682,1778,870,635,156845,316.43,-0.22,English,4.23,College Students,2024-07-14,0.022888185165160526,0.35714285714285715,200933.05000000002,0.7805833833707296,1143
NY-CMP-11396,Influencer,Youth,29,"YouTube, Email, Google",70196,6733,2470,1967,1270682,137.44,3.7,Bengali,15.91,Tier 2 City Customers,2025-03-08,0.09591714627614109,0.292143175404723,270344.48,4.700232828870781,4766
NY-CMP-11397,Influencer,Premium Shoppers,14,"Instagram, Facebook, Google",92316,12807,3267,1532,1142872,73.25,9.18,English,19.07,College Students,2024-12-29,0.13873001429871312,0.11962208167408449,112219.0,10.184300341296929,11275
NY-CMP-11398,Email,Working Women,5,"Facebook, Instagram",19358,1550,898,558,386136,412.47,0.68,Bengali,15.53,Premium Shoppers,2024-10-12,0.08007025519165203,0.36,230158.26,1.6776977719591728,992
NY-CMP-11399,Paid Ads,Youth,8,Facebook,72924,2784,997,715,252395,242.25,0.46,Tamil,6.17,Working Women,2025-02-19,0.03817673194010202,0.2568247126436782,173208.75,1.457172342621259,2069
NY-CMP-11400,Email,Youth,19,"YouTube, Facebook",74260,8882,1991,1159,922564,105.55,6.54,Bengali,16.2,Youth,2024-08-30,0.11960678696471856,0.1304886286872326,122332.45,7.541449549976314,7723
NY-CMP-11401,Email,Tier 2 City Customers,10,"Google, Email, Instagram",75060,7150,4119,3025,1527625,81.94,5.16,Hindi,19.04,Working Women,2025-05-20,0.09525712763122834,0.4230769230769231,247868.5,6.163046131315597,4125
NY-CMP-11402,Social Media,Youth,9,"Google, Facebook",24520,755,179,115,81190,2417.9,-0.71,Tamil,4.28,College Students,2025-03-09,0.030791190864600325,0.152317880794702,278058.5,0.2919889160014889,640
NY-CMP-11403,Influencer,College Students,25,Google,66156,2906,977,414,310914,715.48,0.05,English,6.5,Working Women,2024-09-22,0.043926476812382854,0.14246386785960083,296208.72000000003,1.0496449935707497,2492
NY-CMP-11404,Paid Ads,Working Women,12,"Instagram, Email, Facebook",58819,5239,1591,708,174168,201.81,0.22,Bengali,12.82,Tier 2 City Customers,2024-08-18,0.08906985837909519,0.13514029394922694,142881.48,1.2189683365541846,4531
NY-CMP-11405,Email,College Students,17,"Google, Email",50751,6111,1637,830,207500,343.24,-0.27,Tamil,16.9,Working Women,2024-11-09,0.12041142046462139,0.1358206512845688,284889.2,0.7283533387717049,5281
NY-CMP-11406,Social Media,Working Women,17,"Facebook, YouTube",95955,11702,6124,4686,2014980,44.19,8.73,Tamil,23.46,Tier 2 City Customers,2025-03-25,0.12195299880152155,0.4004443684840198,207074.34,9.730708305046392,7016
NY-CMP-11407,Influencer,Premium Shoppers,23,"Facebook, YouTube, Email",85324,6057,2728,1276,807708,225.94,1.8,English,11.79,Youth,2024-12-22,0.070988233087994,0.21066534588079908,288299.44,2.8016287509958397,4781
NY-CMP-11408,Social Media,Working Women,13,"Facebook, Google, Instagram",65113,7880,3123,2328,498192,93.99,1.28,English,20.47,Working Women,2025-05-22,0.12102037995484773,0.2954314720812183,218808.72,2.2768379614852643,5552
NY-CMP-11409,Paid Ads,Youth,10,"Facebook, Email",90321,13076,3473,1824,943008,28.29,17.27,Hindi,20.34,Tier 2 City Customers,2024-09-16,0.14477253351933658,0.13949219944937288,51600.96,18.275008837044894,11252
NY-CMP-11410,Paid Ads,Premium Shoppers,23,"Google, Facebook, Email",15151,1265,609,215,55040,238.62,0.07,Tamil,13.79,Youth,2025-02-18,0.08349283875651772,0.16996047430830039,51303.3,1.0728354706227474,1050
NY-CMP-11411,Email,Premium Shoppers,29,Instagram,16609,492,264,141,59079,541.22,-0.23,Bengali,5.4,Tier 2 City Customers,2024-09-04,0.02962249382864712,0.2865853658536585,76312.02,0.7741768596873729,351
NY-CMP-11412,Social Media,Premium Shoppers,12,"Email, Facebook",99015,9911,3465,2465,1254685,35.18,13.47,Tamil,16.0,College Students,2024-11-25,0.10009594505882947,0.24871355060034306,86718.7,14.468447981807845,7446
NY-CMP-11413,Social Media,Tier 2 City Customers,23,"Google, WhatsApp",74118,5249,2791,949,487786,231.08,1.22,Hindi,12.13,Working Women,2024-08-04,0.07081950403410778,0.18079634216041152,219294.92,2.224337891639259,4300
NY-CMP-11414,Influencer,Premium Shoppers,19,Google,23353,536,215,91,71253,1848.97,-0.58,Tamil,3.61,College Students,2025-05-08,0.02295208324412281,0.16977611940298507,168256.27,0.4234790180478861,445
NY-CMP-11415,Social Media,Tier 2 City Customers,7,WhatsApp,47239,3393,1762,953,627074,292.93,1.25,English,12.93,Tier 2 City Customers,2024-08-05,0.07182624526344758,0.2808723843206602,279162.29,2.246270440036869,2440
NY-CMP-11416,SEO,Youth,25,"Facebook, Instagram",11453,903,230,118,56050,1580.98,-0.7,Bengali,10.92,Working Women,2025-05-09,0.07884397101196193,0.13067552602436322,186555.64,0.30044655846373763,785
NY-CMP-11417,Paid Ads,Youth,24,"Instagram, WhatsApp, Facebook",44181,6149,3091,1274,282828,87.31,1.54,Bengali,23.8,Premium Shoppers,2025-03-28,0.13917747447998008,0.20718816067653276,111232.94,2.5426640705532013,4875
NY-CMP-11418,Email,Working Women,6,"YouTube, Google",85267,10881,3595,1390,796470,77.63,6.38,Bengali,18.61,Working Women,2024-09-26,0.1276109162982162,0.12774561161657935,107905.7,7.381167074584568,9491
NY-CMP-11419,Paid Ads,Premium Shoppers,8,"Email, WhatsApp",59796,1452,699,541,133627,93.09,1.65,Bengali,4.5,Working Women,2025-04-23,0.024282560706401765,0.3725895316804408,50361.69,2.6533462240842196,911
NY-CMP-11420,Paid Ads,Premium Shoppers,25,"Facebook, WhatsApp",37050,2554,1169,524,331692,269.66,1.35,English,11.46,Premium Shoppers,2024-09-18,0.06893387314439946,0.20516836335160532,141301.84000000003,2.3474004301713265,2030
NY-CMP-11421,Social Media,Premium Shoppers,24,"Email, Instagram",17815,672,364,196,74872,654.94,-0.42,Tamil,6.92,College Students,2025-03-21,0.037721021611001965,0.2916666666666667,128368.24,0.5832595352246007,476
NY-CMP-11422,Influencer,Tier 2 City Customers,20,"Facebook, Email",79307,11230,5780,2713,1001097,29.0,11.72,English,24.87,College Students,2025-03-03,0.14160162406849333,0.24158504007123777,78677.0,12.724137931034482,8517
NY-CMP-11423,SEO,Tier 2 City Customers,24,"Instagram, YouTube",34464,3819,2092,1047,218823,141.71,0.47,Hindi,20.19,College Students,2024-09-22,0.11081128133704736,0.2741555380989788,148370.37,1.4748429892033026,2772
NY-CMP-11424,Influencer,Youth,28,"Facebook, YouTube, Google",16894,1301,476,363,252285,390.84,0.78,Bengali,12.67,Premium Shoppers,2025-01-11,0.07700958920326743,0.27901614142966946,141874.91999999998,1.7782212670146353,938
NY-CMP-11425,SEO,Youth,6,"YouTube, Google",10161,598,251,179,82340,1360.82,-0.66,Hindi,10.12,Tier 2 City Customers,2025-06-20,0.058852475150083655,0.2993311036789298,243586.78,0.3380314810187975,419
NY-CMP-11426,Influencer,Working Women,21,"YouTube, Facebook, Google",58469,7575,4013,2412,1536444,34.91,17.25,Hindi,23.94,Working Women,2025-03-19,0.12955583300552428,0.3184158415841584,84202.92,18.246920653107992,5163
NY-CMP-11427,Social Media,Tier 2 City Customers,26,WhatsApp,79118,8684,3030,2171,1265693,136.69,3.27,Bengali,17.55,Working Women,2024-11-18,0.10976010515938218,0.25,296753.99,4.265125466383788,6513
NY-CMP-11428,SEO,Tier 2 City Customers,7,"Facebook, Google, Email",86705,1740,632,441,307818,388.31,0.8,English,3.24,Premium Shoppers,2024-12-30,0.020068046825442592,0.253448275862069,171244.71,1.7975328989724706,1299
NY-CMP-11429,Paid Ads,Working Women,26,WhatsApp,22281,1492,663,318,125292,679.49,-0.42,Hindi,11.1,Youth,2024-08-12,0.06696288317400476,0.2131367292225201,216077.82,0.5798466496931522,1174
NY-CMP-11430,Influencer,Premium Shoppers,16,Instagram,77606,10762,2746,1720,356040,155.31,0.33,English,19.62,Working Women,2024-12-09,0.13867484472850036,0.15982159449916372,267133.2,1.3328182344987445,9042
NY-CMP-11431,Social Media,Premium Shoppers,19,Instagram,13157,1022,576,368,161552,476.61,-0.08,Bengali,14.94,Youth,2025-03-07,0.07767728205517975,0.36007827788649704,175392.48,0.9210885210129875,654
NY-CMP-11432,Email,Premium Shoppers,22,"Facebook, YouTube",29331,1682,642,356,264508,615.66,0.21,English,9.14,Working Women,2025-03-09,0.05734547066243906,0.2116527942925089,219174.96,1.2068349413637398,1326
NY-CMP-11433,Social Media,Working Women,12,"Google, Email",30231,2425,1094,870,234030,186.07,0.45,Hindi,14.52,Premium Shoppers,2024-12-01,0.08021567265389831,0.35876288659793815,161880.9,1.445692481324233,1555
NY-CMP-11434,Paid Ads,College Students,25,"Facebook, Email, Google",48180,3476,1749,860,318200,250.28,0.48,English,12.63,Tier 2 City Customers,2024-07-27,0.07214611872146119,0.2474108170310702,215240.8,1.478344254435033,2616
NY-CMP-11435,SEO,College Students,11,WhatsApp,70423,6974,1813,1281,991494,78.01,8.92,English,14.3,Youth,2024-12-02,0.09903014640103375,0.18368224835101807,99930.81000000001,9.9218048968081,5693
NY-CMP-11436,Email,College Students,22,"Instagram, Facebook, Google",28670,3240,1497,642,409596,325.29,0.96,English,18.76,Premium Shoppers,2025-02-07,0.113010115102895,0.19814814814814816,208836.18000000002,1.9613268160718127,2598
NY-CMP-11437,Email,Tier 2 City Customers,29,"Google, Email, YouTube",21961,3017,763,511,199290,171.2,1.28,Hindi,19.54,Tier 2 City Customers,2024-10-27,0.1373799007331178,0.16937354988399073,87483.2,2.27803738317757,2506
NY-CMP-11438,Paid Ads,College Students,30,Facebook,92615,5272,1569,930,224130,271.15,-0.11,English,8.39,Youth,2025-02-24,0.056923824434486854,0.17640364188163885,252169.49999999997,0.8888069334316799,4342
NY-CMP-11439,Paid Ads,Youth,11,YouTube,22454,2893,1002,378,233226,267.74,1.3,Hindi,19.03,Tier 2 City Customers,2024-09-05,0.12884118642558118,0.13066021431040442,101205.72,2.3044744901770375,2515
NY-CMP-11440,Paid Ads,Tier 2 City Customers,5,"Instagram, Google",66506,3323,1526,702,555282,251.96,2.14,Hindi,8.35,Youth,2024-08-11,0.049965416654136466,0.21125489015949445,176875.92,3.1393872043181457,2621
NY-CMP-11441,SEO,Premium Shoppers,7,"YouTube, Instagram",65570,6917,1672,1192,269392,246.99,-0.08,Hindi,14.92,Premium Shoppers,2024-12-04,0.10549031569315236,0.1723290443834032,294412.08,0.9150168022996882,5725
NY-CMP-11442,Paid Ads,College Students,10,"Google, Facebook",23721,1926,777,527,308295,500.67,0.17,Tamil,13.62,Youth,2024-09-09,0.08119387884153281,0.2736240913811007,263853.09,1.1684342980406255,1399
NY-CMP-11443,Email,Tier 2 City Customers,28,"Instagram, Facebook, Google",34923,4375,1034,328,133824,872.93,-0.53,Tamil,16.43,College Students,2025-04-25,0.12527560633393467,0.07497142857142858,286321.04,0.46739142886600304,4047
NY-CMP-11444,SEO,Working Women,10,"Facebook, Google, Instagram",31632,3296,1477,455,138320,369.57,-0.18,Tamil,16.53,Premium Shoppers,2025-02-27,0.10419828022255943,0.13804611650485438,168154.35,0.8225775901723624,2841
NY-CMP-11445,Paid Ads,Premium Shoppers,29,YouTube,90542,11306,5863,3436,1175112,76.9,3.45,Hindi,22.76,Premium Shoppers,2025-05-01,0.12487022597247686,0.3039094286219706,264228.4,4.4473342002600775,7870
NY-CMP-11446,Social Media,College Students,11,Instagram,58886,3504,1015,414,274068,309.18,1.14,English,8.38,College Students,2025-03-11,0.0595048058961383,0.11815068493150685,128000.52,2.141147551588072,3090
NY-CMP-11447,Paid Ads,Working Women,11,Facebook,28025,2971,1724,1097,403696,103.77,2.55,English,20.67,Working Women,2024-11-06,0.10601248884924175,0.3692359474924268,113835.69,3.5463043268767467,1874
NY-CMP-11448,Influencer,Working Women,19,"YouTube, WhatsApp",10167,997,587,262,97464,1112.91,-0.67,Hindi,18.16,College Students,2025-03-09,0.09806235861119307,0.26278836509528586,291582.42000000004,0.334258834946222,735
NY-CMP-11449,Email,Youth,14,Email,51684,3683,1325,716,505496,168.59,3.19,English,11.07,Youth,2024-10-15,0.07125996439904032,0.1944067336410535,120710.44,4.187674239278723,2967
NY-CMP-11450,Paid Ads,College Students,6,"Email, Facebook, Instagram",28971,3771,1806,991,451896,131.04,2.48,English,22.67,College Students,2025-01-01,0.1301646474060267,0.2627950145849907,129860.63999999998,3.4798534798534804,2780
NY-CMP-11451,Email,Youth,9,Instagram,95689,8099,4632,3383,825452,68.44,2.56,Bengali,16.84,Working Women,2025-01-12,0.08463877770694646,0.41770588961600197,231532.52,3.565166569257744,4716
NY-CMP-11452,Social Media,Premium Shoppers,25,"Facebook, Instagram, Email",36096,1022,300,168,33768,544.49,-0.63,Hindi,4.13,Working Women,2024-10-16,0.028313386524822695,0.1643835616438356,91474.32,0.36915278517511796,854
NY-CMP-11453,Influencer,Tier 2 City Customers,24,"Google, Email, YouTube",53533,5637,1776,1103,305531,238.49,0.16,English,15.91,College Students,2025-02-01,0.10529953486634412,0.1956714564484655,263054.47000000003,1.1614742756509706,4534
NY-CMP-11454,Social Media,Premium Shoppers,18,"Email, Instagram, Google",75093,2369,860,348,166692,435.75,0.1,English,4.76,Working Women,2024-08-27,0.03154754770750935,0.14689742507387082,151641.0,1.0992541594951233,2021
NY-CMP-11455,Influencer,Tier 2 City Customers,24,Email,36935,4387,1284,766,433556,78.19,6.24,Tamil,17.43,Youth,2024-11-15,0.1187762285095438,0.17460679279689992,59893.54,7.238777337255403,3621
NY-CMP-11456,SEO,Tier 2 City Customers,9,Email,22965,1236,705,428,282908,215.55,2.07,English,10.32,Youth,2024-12-10,0.053821032005225346,0.34627831715210355,92255.40000000001,3.0665738807701226,808
NY-CMP-11457,Paid Ads,Youth,5,"Email, Facebook, Instagram",40394,5280,1676,809,584907,214.05,2.38,Hindi,19.22,College Students,2025-06-05,0.13071248205178987,0.15321969696969698,173166.45,3.377715487035739,4471
NY-CMP-11458,Social Media,Premium Shoppers,30,WhatsApp,84074,10632,5874,4535,3405785,31.96,22.49,Hindi,25.03,Working Women,2025-05-30,0.12646002331279588,0.42654251316779535,144938.6,23.498122653316646,6097
NY-CMP-11459,Paid Ads,Youth,17,"YouTube, Instagram, WhatsApp",82901,10880,5127,2120,1108760,80.44,5.5,English,21.87,College Students,2024-07-18,0.13124087767336945,0.1948529411764706,170532.8,6.5017404276479365,8760
NY-CMP-11460,Email,College Students,26,WhatsApp,52091,5438,2503,938,225120,179.06,0.34,English,17.05,Tier 2 City Customers,2025-04-14,0.10439423316887754,0.1724898859874954,167958.28,1.3403328493242488,4500
NY-CMP-11461,SEO,College Students,10,"Facebook, Instagram, Email",68353,8788,2011,1179,755739,179.0,2.58,Tamil,17.52,Youth,2025-05-25,0.12856787558702618,0.1341602184797451,211041.0,3.5810055865921786,7609
NY-CMP-11462,Paid Ads,College Students,29,"YouTube, Email",21224,1798,569,265,116600,772.52,-0.43,English,12.4,Tier 2 City Customers,2024-11-05,0.08471541650961176,0.14738598442714126,204717.8,0.5695645420183296,1533
NY-CMP-11463,SEO,Working Women,27,Facebook,44555,2045,476,377,200187,702.53,-0.24,Tamil,6.5,Premium Shoppers,2025-04-18,0.045898327909325555,0.1843520782396088,264853.81,0.7558396082729564,1668
NY-CMP-11464,Email,Youth,5,"Google, Email",90771,11286,4910,2269,955249,119.81,2.51,Bengali,20.34,Tier 2 City Customers,2025-02-09,0.12433486465941765,0.2010455431508063,271848.89,3.513897003589016,9017
NY-CMP-11465,SEO,College Students,29,Instagram,34846,4764,1392,1076,252860,216.8,0.08,Bengali,20.75,College Students,2025-01-21,0.13671583539000173,0.2258606213266163,233276.80000000002,1.0839483394833949,3688
NY-CMP-11466,Paid Ads,Youth,9,"WhatsApp, Facebook, YouTube",81814,8343,2395,1459,978989,137.67,3.87,Hindi,14.91,College Students,2024-10-28,0.10197521206639451,0.17487714251468298,200860.52999999997,4.873973995787027,6884
NY-CMP-11467,SEO,Youth,29,"Email, Google, Facebook",66849,9131,4520,1818,525402,95.81,2.02,Bengali,23.14,Working Women,2025-02-09,0.13659142245957306,0.19910196035483518,174182.58000000002,3.0163865984761506,7313
NY-CMP-11468,Influencer,Tier 2 City Customers,18,YouTube,67894,5128,2339,1180,572300,84.6,4.73,Tamil,12.74,Tier 2 City Customers,2025-02-01,0.07552950187056294,0.23010920436817472,99828.0,5.732860520094563,3948
NY-CMP-11469,Influencer,Premium Shoppers,11,"Email, Google, Facebook",25432,2290,548,259,65786,223.22,0.14,Tamil,12.18,Tier 2 City Customers,2025-04-27,0.09004403900597673,0.1131004366812227,57813.98,1.137890869993728,2031
NY-CMP-11470,Paid Ads,Tier 2 City Customers,10,Google,16828,1199,495,293,155290,954.51,-0.44,English,11.81,Tier 2 City Customers,2024-12-24,0.07125029712384122,0.24437030859049208,279671.43,0.5552587191333773,906
NY-CMP-11471,Social Media,Youth,23,"Instagram, Email, YouTube",76413,5565,3128,2413,755269,47.03,5.66,Bengali,14.53,Working Women,2024-12-29,0.07282792195045346,0.43360287511230905,113483.39,6.65532638741229,3152
NY-CMP-11472,Social Media,Working Women,24,"Facebook, YouTube, Email",86284,8249,4201,1578,396078,188.49,0.33,Tamil,16.26,Working Women,2024-12-08,0.09560289277270409,0.19129591465632198,297437.22000000003,1.3316356305374288,6671
NY-CMP-11473,Social Media,Working Women,6,"WhatsApp, Instagram, Facebook",26127,2372,1136,467,308220,496.68,0.33,English,15.21,Youth,2024-09-13,0.09078730814865847,0.19688026981450252,231949.56,1.3288233872916164,1905
NY-CMP-11474,SEO,Premium Shoppers,9,"WhatsApp, Google",26807,3348,949,649,245322,217.75,0.74,Bengali,18.45,Tier 2 City Customers,2024-08-31,0.12489275189316223,0.19384707287933095,141319.75,1.7359357060849598,2699
NY-CMP-11475,Email,College Students,10,"YouTube, Email, Google",67202,8352,3005,1243,648846,100.06,4.22,English,18.75,College Students,2024-07-24,0.12428201541620786,0.14882662835249041,124374.58,5.216869878073156,7109
NY-CMP-11476,SEO,Youth,13,"Email, WhatsApp, YouTube",94309,12554,2567,1839,1450971,72.11,9.94,Tamil,17.98,Premium Shoppers,2025-02-05,0.13311560932678748,0.14648717540226222,132610.29,10.941616974067397,10715
NY-CMP-11477,SEO,Working Women,17,Email,47368,3226,1193,604,148584,232.48,0.06,Hindi,10.6,Tier 2 City Customers,2025-02-04,0.06810504982266509,0.18722876627402354,140417.91999999998,1.058155540261528,2622
NY-CMP-11478,Social Media,Premium Shoppers,10,"YouTube, Instagram, Facebook",42767,2549,885,321,139635,282.34,0.54,Tamil,8.78,Premium Shoppers,2025-05-01,0.05960202960226343,0.12593173793644566,90631.13999999998,1.5406956152156976,2228
NY-CMP-11479,Email,Youth,10,"Facebook, YouTube",51032,4169,1676,833,389011,97.45,3.79,Hindi,13.09,Tier 2 City Customers,2024-09-18,0.0816938391597429,0.1998081074598225,81175.85,4.792201128783992,3336
NY-CMP-11480,Email,Youth,12,"Email, Facebook",63578,6787,2091,1140,657780,225.65,1.56,Tamil,15.76,Premium Shoppers,2025-01-07,0.10675076284249269,0.1679681744511566,257241.0,2.557057389762907,5647
NY-CMP-11481,Social Media,Youth,17,"Instagram, Facebook",87618,12851,5482,3004,1547060,83.22,5.19,Hindi,24.35,Tier 2 City Customers,2024-11-23,0.14667077541144513,0.23375612792778772,249992.88,6.188416246094689,9847
NY-CMP-11482,Paid Ads,Premium Shoppers,17,Google,37962,2936,816,338,268372,874.76,-0.09,English,10.77,Working Women,2024-12-24,0.07734049839312997,0.11512261580381472,295668.88,0.907677534409438,2598
NY-CMP-11483,Paid Ads,Working Women,23,"Google, Facebook",41633,5625,1816,588,354564,202.11,1.98,Bengali,19.29,College Students,2025-02-27,0.135109168207912,0.10453333333333334,118840.68000000001,2.983523823660383,5037
NY-CMP-11484,Email,Working Women,30,"Email, Instagram, Facebook",13640,2045,527,358,240576,442.29,0.52,Bengali,21.48,College Students,2024-11-12,0.1499266862170088,0.17506112469437654,158339.82,1.519365122430984,1687
NY-CMP-11485,Social Media,Premium Shoppers,19,"Email, YouTube, Google",79634,10416,3692,2371,1531666,120.45,4.36,Hindi,20.69,Premium Shoppers,2024-09-11,0.13079840269231735,0.2276305683563748,285586.95,5.363221253632212,8045
NY-CMP-11486,Email,Working Women,17,"WhatsApp, Email, Instagram",66602,3217,851,505,175740,214.34,0.62,Tamil,6.87,College Students,2024-10-03,0.048301852797213295,0.15697855144544606,108241.7,1.6235886908649808,2712
NY-CMP-11487,Social Media,Youth,25,"Google, Email, Instagram",52280,1971,844,336,72576,545.5,-0.6,English,6.03,Working Women,2025-05-26,0.03770084162203519,0.1704718417047184,183288.0,0.39596700274977087,1635
NY-CMP-11488,Social Media,College Students,17,"WhatsApp, Instagram",51366,3362,1770,585,405990,406.99,0.71,English,11.13,College Students,2024-08-25,0.06545185531285286,0.17400356930398572,238089.15,1.7052016020049634,2777
NY-CMP-11489,Influencer,College Students,23,"Email, Google, WhatsApp",34869,3998,1084,369,139482,604.41,-0.37,Hindi,15.63,Working Women,2025-05-31,0.11465771889070521,0.09229614807403702,223027.28999999998,0.6254032858490098,3629
NY-CMP-11490,Email,Working Women,27,"Instagram, YouTube, Google",89401,5100,1103,576,230976,116.62,2.44,English,7.58,Youth,2024-07-05,0.057046341763514946,0.11294117647058824,67173.12,3.438518264448637,4524
NY-CMP-11491,Influencer,Tier 2 City Customers,27,Email,92216,5929,2143,803,277035,237.15,0.45,Tamil,9.62,Working Women,2024-08-06,0.06429469940140539,0.13543599257884972,190431.45,1.4547754585705248,5126
NY-CMP-11492,SEO,Youth,11,WhatsApp,39663,2991,636,451,226853,118.33,3.25,Tamil,10.28,Working Women,2025-05-16,0.0754103320475002,0.15078569040454698,53366.83,4.250823966872306,2540
