evaluation_id,category,score,model_version,date
1067,reasoning,33.29,claude-3-opus,2026-01-31
1068,reasoning,57.22,gpt-4,2026-01-31
1069,reasoning,58.9,gpt-4-turbo,2026-01-31
1070,knowledge,83.27,claude-3-opus,2026-01-31
1071,knowledge,30.68,gpt-4,2026-01-31
1072,knowledge,91.56,gpt-4-turbo,2026-01-31
1073,knowledge,24.09,gpt-4-turbo,2026-01-31
1074,knowledge,88.21,claude-3-opus,2026-01-31
1075,knowledge,83.29,claude-3-opus,2026-01-31
1076,knowledge,42.0,claude-3-opus,2026-01-31
1077,knowledge,88.35,gpt-4,2026-01-31
1078,knowledge,72.44,gpt-4,2026-01-31
1079,code,70.27,gpt-3.5-turbo,2026-01-31
1080,code,63.33,gpt-3.5-turbo,2026-01-31
1081,code,48.24,gpt-4,2026-01-31
1082,code,29.73,claude-3-opus,2026-01-31
1083,code,60.46,claude-3-opus,2026-01-31
1084,code,70.79,claude-3-opus,2026-01-31
1085,code,81.55,claude-3-opus,2026-01-31
1086,code,27.84,gpt-4-turbo,2026-01-31
1087,code,55.17,gpt-4-turbo,2026-01-31
1088,code,60.34,gpt-3.5-turbo,2026-01-31
1089,instruction_following,65.92,gpt-3.5-turbo,2026-01-31
1090,instruction_following,90.81,gpt-4-turbo,2026-01-31
1091,instruction_following,83.52,claude-3-opus,2026-01-31
1092,instruction_following,89.49,claude-3-opus,2026-01-31
1093,instruction_following,91.89,gpt-3.5-turbo,2026-01-31
1094,tool_calling,38.75,gpt-4-turbo,2026-01-31
1095,tool_calling,39.85,gpt-3.5-turbo,2026-01-31
1096,tool_calling,71.92,gpt-4,2026-01-31
1097,tool_calling,39.32,gpt-3.5-turbo,2026-01-31
1098,tool_calling,43.47,gpt-3.5-turbo,2026-01-31
1099,reasoning,48.85,gpt-4,2026-02-01
1100,reasoning,16.53,gpt-3.5-turbo,2026-02-01
1101,reasoning,19.67,gpt-4-turbo,2026-02-01
1102,reasoning,77.9,gpt-4,2026-02-01
1103,reasoning,68.3,gpt-4,2026-02-01
1104,reasoning,19.57,claude-3-opus,2026-02-01
1105,reasoning,73.77,claude-3-opus,2026-02-01
1106,reasoning,26.72,claude-3-opus,2026-02-01
1107,reasoning,20.78,gpt-3.5-turbo,2026-02-01
1108,reasoning,86.79,claude-3-opus,2026-02-01
1109,reasoning,64.17,gpt-3.5-turbo,2026-02-01
1110,knowledge,64.58,gpt-4,2026-02-01
1111,knowledge,96.62,gpt-4-turbo,2026-02-01
1112,knowledge,40.95,gpt-4-turbo,2026-02-01
1113,knowledge,51.89,gpt-3.5-turbo,2026-02-01
1114,knowledge,73.6,gpt-4,2026-02-01
1115,code,72.99,claude-3-opus,2026-02-01
1116,code,81.93,gpt-4-turbo,2026-02-01
1117,code,47.46,gpt-4,2026-02-01
1118,code,23.39,gpt-4,2026-02-01
1119,code,39.08,gpt-4,2026-02-01
1120,instruction_following,53.88,gpt-4-turbo,2026-02-01
1121,instruction_following,52.11,claude-3-opus,2026-02-01
1122,instruction_following,70.43,gpt-4,2026-02-01
1123,instruction_following,46.37,gpt-3.5-turbo,2026-02-01
1124,instruction_following,67.89,gpt-4-turbo,2026-02-01
1125,instruction_following,66.25,claude-3-opus,2026-02-01
1126,instruction_following,82.77,gpt-4,2026-02-01
1127,instruction_following,71.13,gpt-3.5-turbo,2026-02-01
1128,instruction_following,60.39,gpt-4-turbo,2026-02-01
1129,tool_calling,71.57,gpt-3.5-turbo,2026-02-01
1130,tool_calling,59.8,gpt-4-turbo,2026-02-01
1131,tool_calling,72.01,gpt-4,2026-02-01
1132,tool_calling,55.44,gpt-4,2026-02-01
1133,tool_calling,75.36,claude-3-opus,2026-02-01
1134,tool_calling,88.67,claude-3-opus,2026-02-01
1135,tool_calling,30.6,claude-3-opus,2026-02-01
1136,tool_calling,58.45,gpt-4-turbo,2026-02-01
1137,tool_calling,62.1,gpt-4-turbo,2026-02-01
1138,reasoning,60.62,gpt-4,2026-02-02
1139,reasoning,8.84,gpt-4-turbo,2026-02-02
1140,reasoning,51.69,claude-3-opus,2026-02-02
1141,reasoning,84.82,gpt-4,2026-02-02
1142,reasoning,50.67,gpt-4,2026-02-02
1143,reasoning,91.59,gpt-3.5-turbo,2026-02-02
1144,reasoning,8.02,claude-3-opus,2026-02-02
1145,reasoning,36.66,gpt-3.5-turbo,2026-02-02
1146,reasoning,33.29,gpt-3.5-turbo,2026-02-02
1147,reasoning,54.48,gpt-4-turbo,2026-02-02
1148,knowledge,36.95,gpt-4,2026-02-02
1149,knowledge,51.82,gpt-4-turbo,2026-02-02
1150,knowledge,42.3,gpt-4,2026-02-02
1151,knowledge,87.41,gpt-4,2026-02-02
1152,knowledge,61.55,gpt-3.5-turbo,2026-02-02
1153,knowledge,84.69,gpt-4-turbo,2026-02-02
1154,knowledge,46.87,gpt-3.5-turbo,2026-02-02
1155,knowledge,85.22,gpt-3.5-turbo,2026-02-02
1156,knowledge,85.96,gpt-4,2026-02-02
1157,knowledge,44.2,gpt-4,2026-02-02
1158,knowledge,29.94,claude-3-opus,2026-02-02
1159,knowledge,100.0,gpt-4,2026-02-02
1160,knowledge,21.65,gpt-4,2026-02-02
1161,knowledge,87.23,gpt-4-turbo,2026-02-02
1162,code,15.07,gpt-3.5-turbo,2026-02-02
1163,code,44.21,gpt-3.5-turbo,2026-02-02
1164,code,47.29,claude-3-opus,2026-02-02
1165,code,37.95,gpt-4,2026-02-02
1166,code,20.08,gpt-4-turbo,2026-02-02
1167,code,35.08,gpt-3.5-turbo,2026-02-02
1168,code,1.03,gpt-3.5-turbo,2026-02-02
1169,code,47.06,gpt-4,2026-02-02
1170,code,32.96,claude-3-opus,2026-02-02
1171,code,46.93,gpt-4,2026-02-02
1172,code,49.53,gpt-3.5-turbo,2026-02-02
1173,code,52.48,gpt-4,2026-02-02
1174,instruction_following,94.24,gpt-4,2026-02-02
1175,instruction_following,77.0,claude-3-opus,2026-02-02
1176,instruction_following,91.12,claude-3-opus,2026-02-02
1177,instruction_following,58.02,gpt-3.5-turbo,2026-02-02
1178,instruction_following,89.18,gpt-4-turbo,2026-02-02
1179,instruction_following,83.81,gpt-3.5-turbo,2026-02-02
1180,instruction_following,66.24,claude-3-opus,2026-02-02
1181,instruction_following,43.17,gpt-4-turbo,2026-02-02
1182,instruction_following,52.1,gpt-4,2026-02-02
1183,instruction_following,96.24,claude-3-opus,2026-02-02
1184,instruction_following,79.66,gpt-3.5-turbo,2026-02-02
1185,instruction_following,88.78,gpt-4,2026-02-02
1186,tool_calling,34.04,gpt-4-turbo,2026-02-02
1187,tool_calling,46.03,claude-3-opus,2026-02-02
1188,tool_calling,21.69,claude-3-opus,2026-02-02
1189,tool_calling,79.31,gpt-4,2026-02-02
1190,tool_calling,45.1,gpt-4-turbo,2026-02-02
1191,tool_calling,53.61,gpt-3.5-turbo,2026-02-02
1192,tool_calling,40.39,gpt-4,2026-02-02
1193,tool_calling,78.72,claude-3-opus,2026-02-02
1194,tool_calling,30.79,claude-3-opus,2026-02-02
1195,tool_calling,67.52,gpt-4,2026-02-02
1196,tool_calling,63.48,gpt-4,2026-02-02
1197,tool_calling,33.89,gpt-4-turbo,2026-02-02
1198,tool_calling,47.91,gpt-4,2026-02-02
1199,reasoning,35.07,gpt-4,2026-02-03
1200,reasoning,38.87,claude-3-opus,2026-02-03
1201,reasoning,13.15,gpt-4,2026-02-03
1202,reasoning,50.78,gpt-4,2026-02-03
1203,reasoning,31.63,gpt-3.5-turbo,2026-02-03
1204,reasoning,30.95,gpt-4,2026-02-03
1205,knowledge,48.42,gpt-3.5-turbo,2026-02-03
1206,knowledge,49.53,gpt-4,2026-02-03
1207,knowledge,68.82,gpt-4,2026-02-03
1208,knowledge,39.22,claude-3-opus,2026-02-03
1209,knowledge,35.29,gpt-4-turbo,2026-02-03
1210,knowledge,72.73,gpt-3.5-turbo,2026-02-03
1211,knowledge,76.45,claude-3-opus,2026-02-03
1212,knowledge,42.6,claude-3-opus,2026-02-03
1213,knowledge,15.39,claude-3-opus,2026-02-03
1214,knowledge,85.89,gpt-4,2026-02-03
1215,knowledge,82.85,claude-3-opus,2026-02-03
1216,knowledge,56.2,gpt-4,2026-02-03
1217,knowledge,83.02,gpt-4-turbo,2026-02-03
1218,knowledge,56.94,gpt-3.5-turbo,2026-02-03
1219,knowledge,83.56,claude-3-opus,2026-02-03
1220,code,88.53,claude-3-opus,2026-02-03
1221,code,41.43,gpt-3.5-turbo,2026-02-03
1222,code,29.47,gpt-3.5-turbo,2026-02-03
1223,code,77.75,gpt-4,2026-02-03
1224,code,40.86,claude-3-opus,2026-02-03
1225,instruction_following,83.59,gpt-4-turbo,2026-02-03
1226,instruction_following,95.9,gpt-3.5-turbo,2026-02-03
1227,instruction_following,87.45,gpt-4-turbo,2026-02-03
1228,instruction_following,57.91,gpt-4-turbo,2026-02-03
1229,instruction_following,64.58,claude-3-opus,2026-02-03
1230,instruction_following,55.43,gpt-3.5-turbo,2026-02-03
1231,instruction_following,49.06,gpt-3.5-turbo,2026-02-03
1232,tool_calling,27.97,gpt-4-turbo,2026-02-03
1233,tool_calling,54.47,claude-3-opus,2026-02-03
1234,tool_calling,61.88,claude-3-opus,2026-02-03
1235,tool_calling,90.1,gpt-3.5-turbo,2026-02-03
1236,tool_calling,73.59,gpt-4-turbo,2026-02-03
1237,reasoning,22.74,gpt-3.5-turbo,2026-02-04
1238,reasoning,69.26,gpt-3.5-turbo,2026-02-04
1239,reasoning,5.72,gpt-4,2026-02-04
1240,reasoning,28.63,claude-3-opus,2026-02-04
1241,reasoning,42.9,claude-3-opus,2026-02-04
1242,reasoning,31.86,gpt-4-turbo,2026-02-04
1243,reasoning,67.45,gpt-4,2026-02-04
1244,reasoning,35.83,gpt-4-turbo,2026-02-04
1245,reasoning,14.48,gpt-4-turbo,2026-02-04
1246,reasoning,69.18,gpt-4-turbo,2026-02-04
1247,reasoning,80.84,gpt-3.5-turbo,2026-02-04
1248,reasoning,30.13,gpt-4,2026-02-04
1249,reasoning,2.26,gpt-4,2026-02-04
1250,knowledge,71.89,gpt-4-turbo,2026-02-04
1251,knowledge,47.08,claude-3-opus,2026-02-04
1252,knowledge,24.09,gpt-3.5-turbo,2026-02-04
1253,knowledge,79.98,gpt-4,2026-02-04
1254,knowledge,42.54,claude-3-opus,2026-02-04
1255,knowledge,100.0,gpt-3.5-turbo,2026-02-04
1256,knowledge,58.11,gpt-4-turbo,2026-02-04
1257,knowledge,69.11,gpt-4-turbo,2026-02-04
1258,knowledge,40.41,gpt-3.5-turbo,2026-02-04
1259,knowledge,62.12,gpt-4,2026-02-04
1260,knowledge,26.46,gpt-3.5-turbo,2026-02-04
1261,knowledge,73.14,gpt-4,2026-02-04
1262,knowledge,61.23,gpt-4-turbo,2026-02-04
1263,code,60.04,gpt-3.5-turbo,2026-02-04
1264,code,64.18,claude-3-opus,2026-02-04
1265,code,19.5,gpt-4-turbo,2026-02-04
1266,code,79.35,claude-3-opus,2026-02-04
1267,code,37.64,gpt-3.5-turbo,2026-02-04
1268,code,79.4,gpt-4-turbo,2026-02-04
1269,code,66.54,gpt-3.5-turbo,2026-02-04
1270,code,53.45,gpt-3.5-turbo,2026-02-04
1271,code,16.32,gpt-4-turbo,2026-02-04
1272,code,31.32,gpt-4,2026-02-04
1273,code,64.3,gpt-3.5-turbo,2026-02-04
1274,code,24.36,gpt-3.5-turbo,2026-02-04
1275,code,66.02,claude-3-opus,2026-02-04
1276,instruction_following,37.34,gpt-4,2026-02-04
1277,instruction_following,73.93,gpt-4-turbo,2026-02-04
1278,instruction_following,50.63,gpt-4-turbo,2026-02-04
1279,instruction_following,85.86,gpt-4,2026-02-04
1280,instruction_following,81.67,gpt-3.5-turbo,2026-02-04
1281,instruction_following,80.66,gpt-4-turbo,2026-02-04
1282,instruction_following,35.86,gpt-4,2026-02-04
1283,instruction_following,58.45,gpt-4,2026-02-04
1284,instruction_following,88.33,claude-3-opus,2026-02-04
1285,instruction_following,78.54,gpt-3.5-turbo,2026-02-04
1286,instruction_following,66.18,gpt-3.5-turbo,2026-02-04
1287,instruction_following,81.62,claude-3-opus,2026-02-04
1288,instruction_following,63.34,gpt-4,2026-02-04
1289,instruction_following,43.59,gpt-3.5-turbo,2026-02-04
1290,instruction_following,86.48,gpt-4-turbo,2026-02-04
1291,tool_calling,24.51,claude-3-opus,2026-02-04
1292,tool_calling,58.87,gpt-4,2026-02-04
1293,tool_calling,29.17,gpt-4,2026-02-04
1294,tool_calling,88.57,claude-3-opus,2026-02-04
1295,tool_calling,44.94,gpt-4-turbo,2026-02-04
1296,tool_calling,49.96,gpt-4-turbo,2026-02-04
1297,tool_calling,53.13,claude-3-opus,2026-02-04
1298,tool_calling,60.38,gpt-3.5-turbo,2026-02-04
1299,tool_calling,71.16,gpt-3.5-turbo,2026-02-04
1300,reasoning,66.29,gpt-4-turbo,2026-02-05
1301,reasoning,25.23,gpt-4,2026-02-05
1302,reasoning,83.67,gpt-3.5-turbo,2026-02-05
1303,reasoning,62.59,claude-3-opus,2026-02-05
1304,reasoning,48.49,gpt-3.5-turbo,2026-02-05
1305,reasoning,57.88,gpt-4,2026-02-05
1306,reasoning,39.45,gpt-4,2026-02-05
1307,reasoning,24.54,gpt-4-turbo,2026-02-05
1308,reasoning,61.08,gpt-4,2026-02-05
1309,knowledge,56.68,claude-3-opus,2026-02-05
1310,knowledge,71.86,gpt-4-turbo,2026-02-05
1311,knowledge,86.27,gpt-4,2026-02-05
1312,knowledge,80.78,gpt-4,2026-02-05
1313,knowledge,83.99,gpt-4,2026-02-05
1314,knowledge,56.19,gpt-4,2026-02-05
1315,knowledge,60.43,gpt-4,2026-02-05
1316,knowledge,42.55,gpt-4,2026-02-05
1317,knowledge,62.49,gpt-4-turbo,2026-02-05
1318,knowledge,58.26,claude-3-opus,2026-02-05
1319,code,36.72,gpt-4,2026-02-05
1320,code,21.28,gpt-3.5-turbo,2026-02-05
1321,code,58.24,gpt-4-turbo,2026-02-05
1322,code,70.33,gpt-3.5-turbo,2026-02-05
1323,code,21.13,claude-3-opus,2026-02-05
1324,code,26.09,gpt-4-turbo,2026-02-05
1325,code,44.59,claude-3-opus,2026-02-05
1326,code,59.04,gpt-4,2026-02-05
1327,code,38.12,gpt-3.5-turbo,2026-02-05
1328,code,52.15,claude-3-opus,2026-02-05
1329,code,69.83,gpt-4,2026-02-05
1330,instruction_following,69.56,claude-3-opus,2026-02-05
1331,instruction_following,67.66,gpt-4-turbo,2026-02-05
1332,instruction_following,80.05,gpt-3.5-turbo,2026-02-05
1333,instruction_following,97.64,gpt-3.5-turbo,2026-02-05
1334,instruction_following,93.57,gpt-3.5-turbo,2026-02-05
1335,instruction_following,72.9,gpt-4-turbo,2026-02-05
1336,instruction_following,61.15,claude-3-opus,2026-02-05
1337,instruction_following,55.78,gpt-4,2026-02-05
1338,instruction_following,64.15,claude-3-opus,2026-02-05
1339,instruction_following,92.84,gpt-3.5-turbo,2026-02-05
1340,instruction_following,50.7,claude-3-opus,2026-02-05
1341,instruction_following,89.89,gpt-4,2026-02-05
1342,tool_calling,45.52,gpt-4-turbo,2026-02-05
1343,tool_calling,43.46,claude-3-opus,2026-02-05
1344,tool_calling,9.06,gpt-4-turbo,2026-02-05
1345,tool_calling,51.49,gpt-3.5-turbo,2026-02-05
1346,tool_calling,13.56,claude-3-opus,2026-02-05
1347,tool_calling,36.97,gpt-4,2026-02-05
1348,tool_calling,74.58,gpt-4,2026-02-05
1349,tool_calling,56.47,gpt-4,2026-02-05
1350,tool_calling,44.94,gpt-3.5-turbo,2026-02-05
1351,tool_calling,75.58,gpt-3.5-turbo,2026-02-05
1352,tool_calling,35.29,gpt-4,2026-02-05
1353,tool_calling,81.55,claude-3-opus,2026-02-05
1354,reasoning,47.59,claude-3-opus,2026-02-06
1355,reasoning,45.52,claude-3-opus,2026-02-06
1356,reasoning,22.87,gpt-4,2026-02-06
1357,reasoning,27.96,gpt-4,2026-02-06
1358,reasoning,40.44,gpt-4,2026-02-06
1359,knowledge,55.94,gpt-4-turbo,2026-02-06
1360,knowledge,63.01,gpt-4,2026-02-06
1361,knowledge,73.14,gpt-4,2026-02-06
1362,knowledge,67.86,gpt-3.5-turbo,2026-02-06
1363,knowledge,39.6,gpt-4,2026-02-06
1364,code,21.47,gpt-4-turbo,2026-02-06
1365,code,77.8,gpt-4-turbo,2026-02-06
1366,code,35.9,claude-3-opus,2026-02-06
1367,code,26.72,gpt-4-turbo,2026-02-06
1368,code,42.51,gpt-4-turbo,2026-02-06
1369,code,74.38,gpt-4,2026-02-06
1370,code,23.86,gpt-4-turbo,2026-02-06
1371,code,71.76,claude-3-opus,2026-02-06
1372,code,23.88,gpt-4-turbo,2026-02-06
1373,code,15.07,gpt-4-turbo,2026-02-06
1374,code,4.69,gpt-3.5-turbo,2026-02-06
1375,code,32.35,gpt-4-turbo,2026-02-06
1376,code,50.73,gpt-4,2026-02-06
1377,instruction_following,67.16,gpt-4-turbo,2026-02-06
1378,instruction_following,85.44,gpt-3.5-turbo,2026-02-06
1379,instruction_following,85.73,gpt-4,2026-02-06
1380,instruction_following,67.15,gpt-4-turbo,2026-02-06
1381,instruction_following,35.79,claude-3-opus,2026-02-06
1382,instruction_following,98.69,gpt-3.5-turbo,2026-02-06
1383,instruction_following,41.74,gpt-4-turbo,2026-02-06
1384,instruction_following,97.76,gpt-4,2026-02-06
1385,instruction_following,75.56,gpt-4-turbo,2026-02-06
1386,instruction_following,93.21,gpt-4,2026-02-06
1387,instruction_following,100.0,gpt-4-turbo,2026-02-06
1388,instruction_following,99.02,gpt-3.5-turbo,2026-02-06
1389,instruction_following,48.16,gpt-4-turbo,2026-02-06
1390,tool_calling,29.35,gpt-4-turbo,2026-02-06
1391,tool_calling,16.88,gpt-4,2026-02-06
1392,tool_calling,35.92,gpt-3.5-turbo,2026-02-06
1393,tool_calling,21.37,claude-3-opus,2026-02-06
1394,tool_calling,48.89,gpt-4,2026-02-06
1395,tool_calling,33.21,gpt-3.5-turbo,2026-02-06
1396,reasoning,53.06,gpt-4-turbo,2026-02-07
1397,reasoning,26.67,gpt-4-turbo,2026-02-07
1398,reasoning,51.86,gpt-4,2026-02-07
1399,reasoning,60.22,claude-3-opus,2026-02-07
1400,reasoning,48.36,gpt-4,2026-02-07
1401,reasoning,90.09,claude-3-opus,2026-02-07
1402,reasoning,31.44,gpt-3.5-turbo,2026-02-07
1403,reasoning,54.8,gpt-3.5-turbo,2026-02-07
1404,reasoning,39.93,gpt-4-turbo,2026-02-07
1405,reasoning,63.95,gpt-3.5-turbo,2026-02-07
1406,knowledge,43.51,claude-3-opus,2026-02-07
1407,knowledge,80.45,gpt-4,2026-02-07
1408,knowledge,76.16,gpt-4,2026-02-07
1409,knowledge,83.01,gpt-4-turbo,2026-02-07
1410,knowledge,69.98,claude-3-opus,2026-02-07
1411,knowledge,54.38,gpt-3.5-turbo,2026-02-07
1412,knowledge,46.71,claude-3-opus,2026-02-07
1413,knowledge,79.43,gpt-4-turbo,2026-02-07
1414,knowledge,51.33,gpt-3.5-turbo,2026-02-07
1415,knowledge,43.34,gpt-4-turbo,2026-02-07
1416,knowledge,24.66,gpt-3.5-turbo,2026-02-07
1417,code,48.75,claude-3-opus,2026-02-07
1418,code,49.13,gpt-3.5-turbo,2026-02-07
1419,code,70.47,gpt-4,2026-02-07
1420,code,62.39,gpt-3.5-turbo,2026-02-07
1421,code,47.52,gpt-3.5-turbo,2026-02-07
1422,code,56.08,gpt-4,2026-02-07
1423,code,58.52,gpt-4-turbo,2026-02-07
1424,code,24.49,gpt-4-turbo,2026-02-07
1425,code,74.73,gpt-4,2026-02-07
1426,code,51.3,gpt-4,2026-02-07
1427,code,65.82,claude-3-opus,2026-02-07
1428,code,32.31,gpt-4,2026-02-07
1429,code,27.97,gpt-4-turbo,2026-02-07
1430,instruction_following,78.8,gpt-4-turbo,2026-02-07
1431,instruction_following,85.8,claude-3-opus,2026-02-07
1432,instruction_following,72.9,claude-3-opus,2026-02-07
1433,instruction_following,100.0,gpt-3.5-turbo,2026-02-07
1434,instruction_following,71.49,gpt-3.5-turbo,2026-02-07
1435,instruction_following,91.53,claude-3-opus,2026-02-07
1436,instruction_following,90.83,claude-3-opus,2026-02-07
1437,instruction_following,86.71,claude-3-opus,2026-02-07
1438,instruction_following,67.85,claude-3-opus,2026-02-07
1439,instruction_following,93.33,gpt-4,2026-02-07
1440,instruction_following,44.33,gpt-3.5-turbo,2026-02-07
1441,tool_calling,33.44,gpt-4-turbo,2026-02-07
1442,tool_calling,30.18,gpt-3.5-turbo,2026-02-07
1443,tool_calling,62.53,claude-3-opus,2026-02-07
1444,tool_calling,28.48,gpt-4,2026-02-07
1445,tool_calling,50.31,gpt-4,2026-02-07
1446,tool_calling,48.36,claude-3-opus,2026-02-07
1447,tool_calling,40.22,gpt-4,2026-02-07
1448,reasoning,28.66,gpt-4,2026-02-08
1449,reasoning,51.35,gpt-4,2026-02-08
1450,reasoning,46.5,gpt-4,2026-02-08
1451,reasoning,66.24,gpt-4,2026-02-08
1452,reasoning,27.32,claude-3-opus,2026-02-08
1453,reasoning,31.68,gpt-4-turbo,2026-02-08
1454,reasoning,53.85,gpt-3.5-turbo,2026-02-08
1455,reasoning,53.77,gpt-4,2026-02-08
1456,knowledge,66.43,gpt-4-turbo,2026-02-08
1457,knowledge,84.09,gpt-4-turbo,2026-02-08
1458,knowledge,87.65,claude-3-opus,2026-02-08
1459,knowledge,64.23,gpt-4,2026-02-08
1460,knowledge,35.45,claude-3-opus,2026-02-08
1461,knowledge,92.88,claude-3-opus,2026-02-08
1462,knowledge,38.99,gpt-4,2026-02-08
1463,code,67.56,gpt-4,2026-02-08
1464,code,43.81,gpt-4-turbo,2026-02-08
1465,code,55.99,gpt-3.5-turbo,2026-02-08
1466,code,37.94,claude-3-opus,2026-02-08
1467,code,38.66,gpt-3.5-turbo,2026-02-08
1468,code,18.12,claude-3-opus,2026-02-08
1469,code,66.55,gpt-4-turbo,2026-02-08
1470,code,74.51,claude-3-opus,2026-02-08
1471,code,55.17,gpt-4-turbo,2026-02-08
1472,instruction_following,90.78,claude-3-opus,2026-02-08
1473,instruction_following,83.89,gpt-4-turbo,2026-02-08
1474,instruction_following,78.99,claude-3-opus,2026-02-08
1475,instruction_following,77.4,gpt-4,2026-02-08
1476,instruction_following,66.81,gpt-3.5-turbo,2026-02-08
1477,instruction_following,85.71,claude-3-opus,2026-02-08
1478,instruction_following,46.77,gpt-4,2026-02-08
1479,instruction_following,81.49,gpt-4-turbo,2026-02-08
1480,instruction_following,69.32,gpt-3.5-turbo,2026-02-08
1481,instruction_following,39.55,gpt-4,2026-02-08
1482,instruction_following,89.37,gpt-4-turbo,2026-02-08
1483,instruction_following,64.14,gpt-4,2026-02-08
1484,tool_calling,62.36,gpt-3.5-turbo,2026-02-08
1485,tool_calling,36.69,gpt-4-turbo,2026-02-08
1486,tool_calling,23.79,gpt-3.5-turbo,2026-02-08
1487,tool_calling,29.2,claude-3-opus,2026-02-08
1488,tool_calling,19.6,claude-3-opus,2026-02-08
1489,reasoning,23.23,claude-3-opus,2026-02-09
1490,reasoning,40.39,gpt-4,2026-02-09
1491,reasoning,30.61,gpt-4-turbo,2026-02-09
1492,reasoning,63.76,claude-3-opus,2026-02-09
1493,reasoning,66.14,gpt-4,2026-02-09
1494,reasoning,39.25,gpt-4-turbo,2026-02-09
1495,reasoning,77.97,gpt-4-turbo,2026-02-09
1496,reasoning,39.27,gpt-3.5-turbo,2026-02-09
1497,knowledge,47.25,gpt-4,2026-02-09
1498,knowledge,77.35,gpt-4,2026-02-09
1499,knowledge,40.66,gpt-3.5-turbo,2026-02-09
1500,knowledge,42.56,claude-3-opus,2026-02-09
1501,knowledge,60.51,gpt-4,2026-02-09
1502,knowledge,77.92,claude-3-opus,2026-02-09
1503,knowledge,83.31,gpt-4,2026-02-09
1504,knowledge,83.74,gpt-4,2026-02-09
1505,knowledge,91.23,gpt-4-turbo,2026-02-09
1506,knowledge,39.72,gpt-3.5-turbo,2026-02-09
1507,knowledge,91.4,gpt-4,2026-02-09
1508,knowledge,55.87,gpt-4,2026-02-09
1509,knowledge,87.62,claude-3-opus,2026-02-09
1510,code,49.33,claude-3-opus,2026-02-09
1511,code,60.01,gpt-4-turbo,2026-02-09
1512,code,70.91,gpt-4,2026-02-09
1513,code,57.86,claude-3-opus,2026-02-09
1514,code,75.69,claude-3-opus,2026-02-09
1515,code,21.67,gpt-3.5-turbo,2026-02-09
1516,code,42.37,claude-3-opus,2026-02-09
1517,code,35.54,gpt-4,2026-02-09
1518,instruction_following,73.68,gpt-4-turbo,2026-02-09
1519,instruction_following,67.54,gpt-3.5-turbo,2026-02-09
1520,instruction_following,85.1,gpt-4,2026-02-09
1521,instruction_following,66.69,gpt-4,2026-02-09
1522,instruction_following,66.44,claude-3-opus,2026-02-09
1523,instruction_following,62.13,claude-3-opus,2026-02-09
1524,instruction_following,54.73,gpt-4,2026-02-09
1525,tool_calling,29.22,gpt-4-turbo,2026-02-09
1526,tool_calling,67.12,gpt-4,2026-02-09
1527,tool_calling,65.44,claude-3-opus,2026-02-09
1528,tool_calling,81.01,gpt-4-turbo,2026-02-09
1529,tool_calling,36.55,claude-3-opus,2026-02-09
1530,tool_calling,44.29,gpt-4-turbo,2026-02-09
1531,tool_calling,17.81,claude-3-opus,2026-02-09
1532,tool_calling,38.03,gpt-3.5-turbo,2026-02-09
1533,tool_calling,42.25,gpt-4,2026-02-09
1534,tool_calling,77.68,gpt-3.5-turbo,2026-02-09
1535,tool_calling,46.89,gpt-4,2026-02-09
1536,tool_calling,54.77,claude-3-opus,2026-02-09
1537,tool_calling,26.0,gpt-3.5-turbo,2026-02-09
1538,reasoning,77.07,claude-3-opus,2026-02-10
1539,reasoning,39.71,gpt-4,2026-02-10
1540,reasoning,45.46,gpt-4-turbo,2026-02-10
1541,reasoning,0.0,gpt-3.5-turbo,2026-02-10
1542,reasoning,13.57,gpt-4,2026-02-10
1543,reasoning,32.49,claude-3-opus,2026-02-10
1544,reasoning,64.82,gpt-4,2026-02-10
1545,reasoning,89.35,gpt-4-turbo,2026-02-10
1546,knowledge,55.09,gpt-3.5-turbo,2026-02-10
1547,knowledge,71.57,gpt-4,2026-02-10
1548,knowledge,71.88,gpt-4-turbo,2026-02-10
1549,knowledge,76.09,gpt-3.5-turbo,2026-02-10
1550,knowledge,86.57,gpt-3.5-turbo,2026-02-10
1551,knowledge,37.86,gpt-3.5-turbo,2026-02-10
1552,knowledge,43.85,gpt-3.5-turbo,2026-02-10
1553,knowledge,89.86,gpt-4,2026-02-10
1554,code,55.14,gpt-4,2026-02-10
1555,code,52.28,claude-3-opus,2026-02-10
1556,code,6.37,gpt-3.5-turbo,2026-02-10
1557,code,39.21,gpt-3.5-turbo,2026-02-10
1558,code,43.58,gpt-4,2026-02-10
1559,code,36.44,claude-3-opus,2026-02-10
1560,instruction_following,52.29,gpt-3.5-turbo,2026-02-10
1561,instruction_following,74.22,gpt-4,2026-02-10
1562,instruction_following,35.97,gpt-4-turbo,2026-02-10
1563,instruction_following,68.67,gpt-3.5-turbo,2026-02-10
1564,instruction_following,57.33,gpt-3.5-turbo,2026-02-10
1565,instruction_following,59.17,gpt-3.5-turbo,2026-02-10
1566,instruction_following,38.95,claude-3-opus,2026-02-10
1567,instruction_following,100.0,gpt-3.5-turbo,2026-02-10
1568,instruction_following,67.0,claude-3-opus,2026-02-10
1569,instruction_following,95.38,gpt-4,2026-02-10
1570,instruction_following,45.85,gpt-4-turbo,2026-02-10
1571,instruction_following,92.53,gpt-4,2026-02-10
1572,tool_calling,60.43,gpt-3.5-turbo,2026-02-10
